"Cancer","Gene","correlation"
"Liver cancer","UPRT",-0.00297527229369192
"Bile duct cancer","CD46",-0.00297531790778714
"Colorectal cancer","NEK6",-0.00297546469836462
"Colorectal cancer","EPB41L3",-0.00297546469836462
"Liver cancer","AKR1B1",-0.00297572636186024
"Pancreatic Cancer","PTGER2",-0.00297692732114827
"Colorectal cancer","A1BG",-0.00297750261628435
"Esophageal cancer","CDH2",-0.00297770730982696
"Liver cancer","ETV5",-0.00297772298301
"Stomach cancer","TET2",-0.00297802524163511
"Esophageal cancer","ST3GAL3",-0.00297907918841147
"Esophageal cancer","TYMP",-0.00297926519827149
"Pancreatic Cancer","ING1",-0.00297956210406936
"Stomach cancer","CDKN1A",-0.00297958774435552
"Liver cancer","ST3GAL4",-0.00297973210433399
"Colorectal cancer","FRK",-0.00297985422042278
"Colorectal cancer","ALPL",-0.00297985422042278
"Stomach cancer","MAML1",-0.00298103208403273
"Liver cancer","TRPC1",-0.00298120073150359
"Liver cancer","TGM2",-0.00298120073150359
"Pancreatic Cancer","MUTYH",-0.00298197122607349
"Bile duct cancer","CXCL2",-0.0029825044949728
"Colorectal cancer","TMPRSS11A",-0.00298322793566059
"Liver cancer","APRT",-0.00298343307344232
"Stomach cancer","MAGEC2",-0.00298391776593262
"Bile duct cancer","CD101",-0.00298442637644872
"Pancreatic Cancer","ZBTB7A",-0.00298550950124137
"Liver cancer","FZD5",-0.00298592272448593
"Stomach cancer","HOXB7",-0.00298623732004707
"Bile duct cancer","TEK",-0.00298761054658476
"Stomach cancer","ERRFI1",-0.00298767932684968
"Esophageal cancer","CTRL",-0.00298785112010421
"Bile duct cancer","CCL16",-0.002989507668512
"Liver cancer","MAP3K11",-0.00298959117616386
"Bile duct cancer","TAP2",-0.00299012692910682
"Esophageal cancer","FHL2",-0.0029901645395994
"Liver cancer","CD38",-0.00299103867856852
"Liver cancer","LIMK1",-0.00299139165301115
"Colorectal cancer","ITIH3",-0.00299266963610826
"Colorectal cancer","RFX1",-0.00299266963610826
"Pancreatic Cancer","DLK1",-0.00299343938959357
"Esophageal cancer","FGFR4",-0.00299507701799063
"Liver cancer","ADRM1",-0.00299517494508907
"Colorectal cancer","PHF8",-0.00299682336990078
"Stomach cancer","SLC39A6",-0.00299682539047095
"Esophageal cancer","LYVE1",-0.00299711746523488
"Esophageal cancer","CFTR",-0.0029976133603029
"Colorectal cancer","RIT1",-0.00299867029145811
"Colorectal cancer","BATF2",-0.00299867029145811
"Stomach cancer","DSC2",-0.00299989607348909
"Liver cancer","PBX1",-0.00300017442017489
"Colorectal cancer","ANGPTL2",-0.00300106068510645
"Liver cancer","MED12",-0.00300111920128224
"Liver cancer","IMPDH2",-0.00300111920128224
"Liver cancer","PRX",-0.00300111920128224
"Pancreatic Cancer","NRAS",-0.00300115884687225
"Esophageal cancer","PGK1",-0.00300156624306811
"Colorectal cancer","LMX1A",-0.00300345739683533
"Colorectal cancer","TPD52L2",-0.00300345739683533
"Colorectal cancer","REN",-0.00300345739683533
"Colorectal cancer","E2F3P1",-0.00300345739683533
"Colorectal cancer","MED19",-0.00300345739683533
"Colorectal cancer","GNAO1",-0.00300345739683533
"Colorectal cancer","SPA17",-0.00300345739683533
"Colorectal cancer","WTAP",-0.00300345739683533
"Stomach cancer","VMP1",-0.00300404397531723
"Liver cancer","MIR375",-0.00300412385879152
"Stomach cancer","FXYD3",-0.00300437420182263
"Stomach cancer","RRM2B",-0.00300465941691845
"Liver cancer","S100A3",-0.00300466892037562
"Stomach cancer","VEGFA",-0.00300467865695867
"Colorectal cancer","RAP1GDS1",-0.00300474881817953
"Pancreatic Cancer","CKS1B",-0.00300540529621131
"Liver cancer","CTNND1",-0.00300657857205876
"Liver cancer","SLC19A3",-0.00300657857205876
"Pancreatic Cancer","FCGRT",-0.00300838274975132
"Stomach cancer","UGT1A3",-0.00300850996767636
"Stomach cancer","DDIT4",-0.00300850996767636
"Stomach cancer","IDE",-0.00300850996767636
"Esophageal cancer","PGP",-0.0030086971583554
"Colorectal cancer","RIPK3",-0.00300872660913315
"Liver cancer","HEY2",-0.00300995368970268
"Bile duct cancer","CCL21",-0.00301019877770377
"Colorectal cancer","TRIM31",-0.00301052181900546
"Colorectal cancer","CREB3L3",-0.00301052181900546
"Stomach cancer","FANCC",-0.00301091987521598
"Stomach cancer","PYY",-0.00301268591598568
"Colorectal cancer","IL31RA",-0.0030144484070775
"Colorectal cancer","SLCO4A1",-0.0030144484070775
"Colorectal cancer","RPL11",-0.00301539406745467
"Pancreatic Cancer","ABCB4",-0.00301574303410383
"Esophageal cancer","DCN",-0.00301688886053852
"Bile duct cancer","NOX4",-0.00301688912670346
"Esophageal cancer","BIK",-0.00301690420869632
"Pancreatic Cancer","SPP1",-0.00301712712504713
"Liver cancer","SFRP2",-0.00301718965009522
"Esophageal cancer","TGFBR2",-0.00301754680397348
"Stomach cancer","KIT",-0.00301795709905804
"Stomach cancer","FOXO3",-0.00301847900373018
"Stomach cancer","IL6R",-0.0030187963911822
"Colorectal cancer","RPS13",-0.00301889370617371
"Colorectal cancer","SLC7A11",-0.00301889370617371
"Pancreatic Cancer","MGAT5",-0.00301986176061279
"Colorectal cancer","RIPK1",-0.0030211585305024
"Colorectal cancer","ERH",-0.00302149090028736
"Colorectal cancer","BTBD7",-0.00302149090028736
"Colorectal cancer","KRT17",-0.00302214838335465
"Bile duct cancer","PDPK1",-0.00302317537110285
"Colorectal cancer","GLTSCR2",-0.00302347077361624
"Stomach cancer","CD109",-0.00302397932809771
"Stomach cancer","ST13",-0.00302415876605775
"Liver cancer","MSR1",-0.00302454773464978
"Stomach cancer","TOP1",-0.003024732355589
"Esophageal cancer","CDK7",-0.00302488866635434
"Colorectal cancer","ELAVL3",-0.0030250142765517
"Stomach cancer","SHOC2",-0.00302599623299602
"Colorectal cancer","FCGBP",-0.00302605848434613
"Stomach cancer","ALDH3A1",-0.00302626829301451
"Liver cancer","LRG1",-0.00302702294260723
"Bile duct cancer","MTDH",-0.00302708672110978
"Liver cancer","PDGFRB",-0.00302849926279993
"Colorectal cancer","NAIF1",-0.00302871547466345
"Liver cancer","LGR4",-0.00302895535358779
"Pancreatic Cancer","ADH1B",-0.00302913816107979
"Stomach cancer","PVR",-0.00302927471354564
"Colorectal cancer","BLVRB",-0.00302954245018255
"Colorectal cancer","TSPY1",-0.00302975753731015
"Liver cancer","FHL1",-0.00302986929473004
"Colorectal cancer","MYO5B",-0.00303051698513823
"Colorectal cancer","DPT",-0.00303051698513823
"Colorectal cancer","IGDCC3",-0.00303051698513823
"Esophageal cancer","CDH3",-0.00303100715807213
"Stomach cancer","NPTX2",-0.00303109045787171
"Liver cancer","ZNF143",-0.00303135797320912
"Liver cancer","SRI",-0.00303155256370941
"Stomach cancer","TOMM34",-0.00303227299478252
"Esophageal cancer","CADM1",-0.00303243356475752
"Liver cancer","TUBB3",-0.00303249138594094
"Bile duct cancer","BIRC5",-0.00303250759443311
"Colorectal cancer","RTKN",-0.00303255902561566
"Liver cancer","TCFL5",-0.00303261151339779
"Liver cancer","PRKAA1",-0.00303261151339779
"Liver cancer","FCGR3A",-0.00303261151339779
"Liver cancer","KIN",-0.00303261151339779
"Liver cancer","BLVRB",-0.00303261151339779
"Liver cancer","EME1",-0.00303261151339779
"Colorectal cancer","MKRN1",-0.00303271348089712
"Stomach cancer","SERPINB3",-0.00303281982782717
"Colorectal cancer","RGS5",-0.00303395111052923
"Colorectal cancer","CBR1",-0.00303395111052923
"Colorectal cancer","FBXO11",-0.00303395111052923
"Colorectal cancer","HSD3B1",-0.00303395111052923
"Colorectal cancer","COPS8",-0.00303395111052923
"Colorectal cancer","PSMB5",-0.00303395111052923
"Colorectal cancer","HYAL2",-0.00303395111052923
"Colorectal cancer","CASQ1",-0.00303395111052923
"Colorectal cancer","POU2F3",-0.00303395111052923
"Colorectal cancer","LRP8",-0.00303395111052923
"Colorectal cancer","DISP3",-0.00303395111052923
"Colorectal cancer","SSX2IP",-0.00303395111052923
"Colorectal cancer","FUCA2",-0.00303395111052923
"Colorectal cancer","EDNRA",-0.00303395111052923
"Colorectal cancer","TRAF4",-0.00303395111052923
"Colorectal cancer","KIAA1109",-0.00303395111052923
"Colorectal cancer","ARF5",-0.00303395111052923
"Colorectal cancer","TRAC",-0.00303395111052923
"Colorectal cancer","PSMB10",-0.00303395111052923
"Colorectal cancer","HHIPL2",-0.00303395111052923
"Colorectal cancer","RPL22",-0.00303395111052923
"Colorectal cancer","PCBP2",-0.00303395111052923
"Colorectal cancer","TRAV10",-0.00303395111052923
"Colorectal cancer","CTNNA2",-0.00303395111052923
"Colorectal cancer","MIR409",-0.00303395111052923
"Colorectal cancer","MFNG",-0.00303395111052923
"Colorectal cancer","PLOD3",-0.00303395111052923
"Colorectal cancer","TRPC3",-0.00303395111052923
"Colorectal cancer","TRPM4",-0.00303395111052923
"Colorectal cancer","PRDM4",-0.00303395111052923
"Colorectal cancer","CDX4",-0.00303395111052923
"Colorectal cancer","HIPK3",-0.00303395111052923
"Colorectal cancer","ACAN",-0.00303395111052923
"Colorectal cancer","EIF4A3",-0.00303395111052923
"Colorectal cancer","CCT4",-0.00303395111052923
"Colorectal cancer","PSMC3",-0.00303395111052923
"Colorectal cancer","CYP2C18",-0.00303395111052923
"Colorectal cancer","RAC3",-0.00303395111052923
"Colorectal cancer","GATA1",-0.00303395111052923
"Colorectal cancer","MAPKAPK2",-0.00303395111052923
"Colorectal cancer","RAB40AL",-0.00303395111052923
"Colorectal cancer","IDO1",-0.00303395111052923
"Colorectal cancer","GAD1",-0.00303395111052923
"Colorectal cancer","NEFM",-0.00303395111052923
"Colorectal cancer","DCTD",-0.00303395111052923
"Colorectal cancer","ACRV1",-0.00303395111052923
"Colorectal cancer","ADRB1",-0.00303395111052923
"Colorectal cancer","ARHGAP24",-0.00303395111052923
"Colorectal cancer","CLPS",-0.00303395111052923
"Colorectal cancer","MAML2",-0.00303395111052923
"Colorectal cancer","MAML3",-0.00303395111052923
"Colorectal cancer","ANXA8",-0.00303395111052923
"Colorectal cancer","GFRA1",-0.00303395111052923
"Colorectal cancer","RPS15",-0.00303395111052923
"Colorectal cancer","GPC6",-0.00303395111052923
"Colorectal cancer","FUK",-0.00303395111052923
"Colorectal cancer","FHOD1",-0.00303395111052923
"Colorectal cancer","SORBS3",-0.00303395111052923
"Colorectal cancer","GTF2H2",-0.00303395111052923
"Colorectal cancer","ABCC12",-0.00303395111052923
"Colorectal cancer","DDOST",-0.00303395111052923
"Colorectal cancer","AHNAK",-0.00303395111052923
"Colorectal cancer","LY6E",-0.00303395111052923
"Colorectal cancer","ALAS1",-0.00303395111052923
"Colorectal cancer","TNRC6B",-0.00303395111052923
"Colorectal cancer","PRKACB",-0.00303395111052923
"Colorectal cancer","CLEC4C",-0.00303395111052923
"Colorectal cancer","HABP2",-0.00303395111052923
"Colorectal cancer","LATS1",-0.00303395111052923
"Colorectal cancer","CBFA2T3",-0.00303395111052923
"Colorectal cancer","VPS4A",-0.00303395111052923
"Colorectal cancer","SLU7",-0.00303395111052923
"Colorectal cancer","CCDC40",-0.00303395111052923
"Colorectal cancer","TP53I11",-0.00303395111052923
"Colorectal cancer","TAX1BP1",-0.00303395111052923
"Colorectal cancer","CCNL1",-0.00303395111052923
"Colorectal cancer","TROAP",-0.00303395111052923
"Colorectal cancer","LIPG",-0.00303395111052923
"Colorectal cancer","CIAO1",-0.00303395111052923
"Colorectal cancer","GLUD1",-0.00303395111052923
"Colorectal cancer","KMT2B",-0.00303395111052923
"Colorectal cancer","C16orf62",-0.00303395111052923
"Colorectal cancer","NRXN1",-0.00303395111052923
"Colorectal cancer","ANGPTL7",-0.00303395111052923
"Colorectal cancer","CASP4",-0.00303395111052923
"Colorectal cancer","OLR1",-0.00303395111052923
"Colorectal cancer","GGT1",-0.00303395111052923
"Colorectal cancer","ENTPD1",-0.00303395111052923
"Colorectal cancer","UBE2M",-0.00303395111052923
"Colorectal cancer","TPD52",-0.00303395111052923
"Colorectal cancer","GRIA4",-0.00303395111052923
"Colorectal cancer","NPNT",-0.00303395111052923
"Colorectal cancer","CALB1",-0.00303395111052923
"Colorectal cancer","COL17A1",-0.00303395111052923
"Colorectal cancer","FANCE",-0.00303395111052923
"Colorectal cancer","ELAC1",-0.00303395111052923
"Colorectal cancer","CRISP3",-0.00303395111052923
"Colorectal cancer","CTNND2",-0.00303395111052923
"Colorectal cancer","VDAC1",-0.00303395111052923
"Colorectal cancer","PDE4D",-0.00303395111052923
"Colorectal cancer","MIR498",-0.00303395111052923
"Colorectal cancer","CTDSPL",-0.00303395111052923
"Colorectal cancer","TNR",-0.00303395111052923
"Colorectal cancer","SDCBP",-0.00303395111052923
"Colorectal cancer","IL1RL1",-0.00303395111052923
"Colorectal cancer","ADAMTS4",-0.00303395111052923
"Colorectal cancer","FOXN1",-0.00303395111052923
"Colorectal cancer","MAFG",-0.00303395111052923
"Liver cancer","SMAD7",-0.00303454681835091
"Esophageal cancer","NCAM1",-0.0030348244799267
"Liver cancer","CNDP2",-0.0030353061243255
"Colorectal cancer","DMD",-0.00303552223907193
"Bile duct cancer","MTRR",-0.00303606800284414
"Pancreatic Cancer","TLR2",-0.00303639557064822
"Liver cancer","SND1",-0.00303682500306523
"Liver cancer","PTGES",-0.00303683045720266
"Esophageal cancer","THBS1",-0.00303803997198145
"Esophageal cancer","IL17A",-0.00303857026649984
"Esophageal cancer","ALK",-0.00303862615459782
"Esophageal cancer","OAT",-0.00303865790864985
"Bile duct cancer","PTHLH",-0.00303867503256095
"Colorectal cancer","THY1",-0.00303879796879627
"Esophageal cancer","AGER",-0.00303886864015368
"Stomach cancer","TXNRD1",-0.00303968979326701
"Stomach cancer","CYP27A1",-0.00303968979326701
"Liver cancer","BMP2",-0.00303971028033539
"Esophageal cancer","PTGER1",-0.0030400271711848
"Liver cancer","MECOM",-0.00304012726495083
"Bile duct cancer","ESAM",-0.00304201579673722
"Stomach cancer","RAG1",-0.00304203002227718
"Liver cancer","SASH1",-0.00304343325944896
"Stomach cancer","SIRT6",-0.00304365216973996
"Colorectal cancer","STARD7",-0.00304367253706661
"Bile duct cancer","PNPLA3",-0.00304386121956174
"Stomach cancer","CDO1",-0.00304395021634709
"Bile duct cancer","B2M",-0.00304417617696256
"Liver cancer","ERBB4",-0.00304660647761081
"Pancreatic Cancer","SFTPC",-0.00304701030173996
"Liver cancer","TPM4",-0.00304713742276412
"Liver cancer","PLAC1",-0.00304736967856171
"Esophageal cancer","OLFM4",-0.00304808106965756
"Liver cancer","MIR200C",-0.00304813966329574
"Liver cancer","ARTN",-0.00304813966329574
"Bile duct cancer","CYP19A1",-0.00304876616930277
"Liver cancer","STH",-0.0030493639776209
"Liver cancer","PIWIL2",-0.0030499238687364
"Stomach cancer","SLC2A3",-0.00304993477906116
"Colorectal cancer","YWHAZ",-0.00305021587384008
"Liver cancer","WASL",-0.00305393188549714
"Liver cancer","PRKCA",-0.00305393188549714
"Liver cancer","WAPL",-0.00305393188549714
"Liver cancer","YWHAE",-0.00305393188549714
"Liver cancer","APOC1",-0.00305393188549714
"Liver cancer","TNFAIP1",-0.00305393188549714
"Liver cancer","TRRAP",-0.00305393188549714
"Liver cancer","RFC1",-0.00305393188549714
"Liver cancer","TIRAP",-0.00305393188549714
"Liver cancer","PLCG2",-0.00305393188549714
"Liver cancer","CXCL5",-0.00305393188549714
"Liver cancer","TRPM6",-0.00305393188549714
"Liver cancer","PTS",-0.00305393188549714
"Liver cancer","NNT",-0.00305393188549714
"Liver cancer","RHBDF2",-0.00305393188549714
"Liver cancer","SPG20",-0.00305393188549714
"Liver cancer","NTN1",-0.00305393188549714
"Liver cancer","SFPQ",-0.00305393188549714
"Liver cancer","CD3E",-0.00305393188549714
"Liver cancer","ANAPC1",-0.00305393188549714
"Liver cancer","NELL2",-0.00305393188549714
"Colorectal cancer","PLAGL1",-0.00305486626856196
"Colorectal cancer","CCL3",-0.0030548748795291
"Pancreatic Cancer","SELP",-0.00305524749164278
"Bile duct cancer","MAT2A",-0.00305531020166837
"Bile duct cancer","LEPR",-0.00305766670587799
"Liver cancer","CITED1",-0.00305777380094536
"Colorectal cancer","WNT6",-0.00305851082404966
"Colorectal cancer","FOXO1",-0.00306045475984456
"Stomach cancer","SLC22A3",-0.00306102310441632
"Liver cancer","UGT2B7",-0.0030615082645752
"Bile duct cancer","ADAM10",-0.00306158102679406
"Pancreatic Cancer","HSP90B1",-0.00306168028968318
"Pancreatic Cancer","GSR",-0.00306168028968318
"Pancreatic Cancer","IFNAR1",-0.00306253789066835
"Colorectal cancer","WISP2",-0.00306287237407812
"Colorectal cancer","FGF6",-0.00306302100679547
"Stomach cancer","UGT1A10",-0.00306375173291569
"Liver cancer","YWHAZ",-0.00306394752200948
"Colorectal cancer","LPO",-0.00306402530983163
"Esophageal cancer","DYRK1B",-0.0030642091859928
"Liver cancer","TTR",-0.00306538725727562
"Colorectal cancer","CPB2",-0.00306599670030309
"Liver cancer","RAB11A",-0.00306612398529933
"Liver cancer","POU2F2",-0.00306612398529933
"Liver cancer","FGF6",-0.00306612398529933
"Liver cancer","PCTP",-0.00306612398529933
"Liver cancer","KRT5",-0.00306612398529933
"Liver cancer","ZBTB16",-0.00306612398529933
"Liver cancer","TRIM29",-0.00306612398529933
"Bile duct cancer","THBS1",-0.00306629556881856
"Liver cancer","AQP1",-0.0030676582871971
"Stomach cancer","CASR",-0.00306807675465789
"Pancreatic Cancer","EIF4E",-0.00306917026931675
"Colorectal cancer","CAPZA1",-0.00306939817064184
"Pancreatic Cancer","GSTM3",-0.00306989643986005
"Stomach cancer","RPS6",-0.00307008065931858
"Liver cancer","MIR93",-0.00307014249253869
"Stomach cancer","FOLR1",-0.00307055313077508
"Esophageal cancer","PRDM2",-0.00307073848893463
"Pancreatic Cancer","HMGA2",-0.00307075474945634
"Esophageal cancer","NPS",-0.00307087828546856
"Colorectal cancer","KISS1R",-0.00307227748250557
"Stomach cancer","CD58",-0.0030731503932363
"Colorectal cancer","VASH2",-0.0030734954270461
"Stomach cancer","TP63",-0.00307410677104692
"Esophageal cancer","AKR1B1",-0.00307423052501709
"Pancreatic Cancer","EXO1",-0.0030748297840688
"Esophageal cancer","HDAC2",-0.00307579482433455
"Colorectal cancer","ASNS",-0.00307651550152343
"Colorectal cancer","CFTR",-0.00307676425369677
"Colorectal cancer","OAT",-0.00307678783576721
"Colorectal cancer","CARTPT",-0.00307851963855511
"Liver cancer","PFAS",-0.00307871665888379
"Bile duct cancer","NR4A1",-0.00307886014155607
"Bile duct cancer","ING1",-0.00307943710045792
"Stomach cancer","ENO2",-0.00307976025197485
"Colorectal cancer","ADO",-0.00307976198286321
"Colorectal cancer","RBMS3",-0.00308051216190007
"Colorectal cancer","FAM83F",-0.00308051216190007
"Stomach cancer","RAD1",-0.00308068206273283
"Stomach cancer","USP7",-0.00308072056917901
"Liver cancer","USP14",-0.00308099986060198
"Esophageal cancer","DCK",-0.00308127994303682
"Pancreatic Cancer","RUNX1",-0.00308148986891342
"Liver cancer","OGT",-0.0030827863077463
"Esophageal cancer","TYMS",-0.0030834574059239
"Stomach cancer","PARG",-0.00308483225553287
"Pancreatic Cancer","PLAU",-0.00308493794965382
"Pancreatic Cancer","APOB",-0.00308513848263059
"Liver cancer","RALBP1",-0.00308584869883171
"Liver cancer","ANXA4",-0.00308584869883171
"Liver cancer","WNT7B",-0.00308640034354423
"Esophageal cancer","UGT1A6",-0.00308687291600457
"Colorectal cancer","SERPINA4",-0.0030870156164235
"Colorectal cancer","IRF7",-0.00308703739157049
"Stomach cancer","MAP2K2",-0.00308771745982445
"Liver cancer","LRIG1",-0.00308786860664663
"Esophageal cancer","CD2",-0.00308792383391657
"Esophageal cancer","TFPI",-0.00308803739706943
"Liver cancer","FRAT2",-0.00309095276460559
"Bile duct cancer","UGT1A7",-0.00309095687665429
"Bile duct cancer","LRP6",-0.0030911146114501
"Bile duct cancer","SP4",-0.00309116102778779
"Bile duct cancer","CD69",-0.003091628032864
"Colorectal cancer","KDM6A",-0.00309174776654917
"Stomach cancer","CDH13",-0.00309189419672633
"Stomach cancer","PCSK7",-0.00309197423563523
"Stomach cancer","PHLPP2",-0.00309197423563523
"Stomach cancer","HAS2",-0.00309197423563523
"Stomach cancer","CHL1",-0.00309210308765512
"Bile duct cancer","HGD",-0.00309273044780995
"Pancreatic Cancer","TSPO",-0.00309303524426974
"Colorectal cancer","PNLIP",-0.00309339499704207
"Esophageal cancer","INS",-0.00309381553451972
"Stomach cancer","SLC22A16",-0.00309388805343757
"Bile duct cancer","JAK2",-0.00309389985763724
"Esophageal cancer","PML",-0.00309525883575804
"Liver cancer","CYP1B1",-0.00309575345537502
"Colorectal cancer","ID3",-0.00309596730401628
"Colorectal cancer","MAGED2",-0.00309783289670097
"Esophageal cancer","EPHB2",-0.00309799834501181
"Colorectal cancer","FEZ1",-0.00309880840987977
"Liver cancer","TNIK",-0.00309923207969466
"Stomach cancer","TFPI",-0.00310075895537338
"Liver cancer","RARB",-0.00310077259972789
"Esophageal cancer","ATF3",-0.00310100231373596
"Esophageal cancer","PIP",-0.00310105319834755
"Bile duct cancer","SULT1A1",-0.00310197128064198
"Liver cancer","TACC3",-0.00310315210406227
"Liver cancer","IGFBP1",-0.00310346575900966
"Liver cancer","FERMT2",-0.00310359550152967
"Liver cancer","PF4",-0.00310359550152967
"Esophageal cancer","UNC5B",-0.00310426037599279
"Liver cancer","POU3F3",-0.00310447646736303
"Pancreatic Cancer","PPARGC1A",-0.00310510886036367
"Esophageal cancer","IL1A",-0.00310533427798568
"Colorectal cancer","FGF1",-0.00310688577734123
"Liver cancer","LAMB3",-0.00310812607790046
"Liver cancer","SDC2",-0.00310817619363646
"Colorectal cancer","ING3",-0.00310951717853441
"Esophageal cancer","SELP",-0.00310962539773665
"Pancreatic Cancer","DPP4",-0.00310976173782237
"Liver cancer","LIF",-0.00311029847872303
"Colorectal cancer","ATP4A",-0.00311095200274917
"Colorectal cancer","BNIPL",-0.00311211566748796
"Pancreatic Cancer","CD1A",-0.00311248453031471
"Colorectal cancer","MLKL",-0.00311291889350009
"Stomach cancer","SPRR3",-0.00311340382152454
"Esophageal cancer","PPP1R1B",-0.0031140824319366
"Bile duct cancer","WNT3A",-0.00311483107783738
"Liver cancer","PITX2",-0.00311496470134247
"Liver cancer","SHMT1",-0.00311594274900668
"Esophageal cancer","MIR34A",-0.00311654895942982
"Liver cancer","S1PR2",-0.00311750114743498
"Bile duct cancer","CSK",-0.0031181513363738
"Colorectal cancer","RFWD2",-0.0031182464040464
"Colorectal cancer","PTN",-0.00312007655682962
"Stomach cancer","STAT6",-0.00312017292554851
"Pancreatic Cancer","FOS",-0.0031207151223096
"Liver cancer","CRNN",-0.00312109947212565
"Stomach cancer","JARID2",-0.00312115559342478
"Colorectal cancer","APLP2",-0.00312145854985681
"Colorectal cancer","PROCR",-0.0031219128989564
"Pancreatic Cancer","MVD",-0.00312375053060633
"Bile duct cancer","LPAR1",-0.00312489616960415
"Bile duct cancer","KLK7",-0.00312489616960415
"Pancreatic Cancer","GREM1",-0.00312497956554403
"Pancreatic Cancer","BAK1",-0.00312534743796685
"Esophageal cancer","MAPK14",-0.00312574656444544
"Liver cancer","NEDD4",-0.00312697934458271
"Colorectal cancer","PBLD",-0.00312702677591148
"Stomach cancer","SERPINE2",-0.00312706299038096
"Stomach cancer","CXCL3",-0.00312706299038096
"Stomach cancer","MX1",-0.00312706299038096
"Stomach cancer","NCOR1",-0.00312706299038096
"Esophageal cancer","SOX9",-0.00312715403649723
"Liver cancer","HOXA10",-0.00312754396657481
"Bile duct cancer","ARL1",-0.00312814184801678
"Pancreatic Cancer","DCN",-0.00312836352871362
"Esophageal cancer","HRAS",-0.00312867520126864
"Bile duct cancer","TRDMT1",-0.00312895110376381
"Stomach cancer","MBTPS1",-0.0031290505049674
"Esophageal cancer","FABP1",-0.00312937374288595
"Pancreatic Cancer","ROCK1",-0.00312998422238467
"Pancreatic Cancer","GIF",-0.00313063634382607
"Liver cancer","FOLH1",-0.00313167079587756
"Bile duct cancer","PTER",-0.0031326820503158
"Colorectal cancer","GDI2",-0.00313345460234241
"Colorectal cancer","TINCR",-0.00313345460234241
"Stomach cancer","PRMT1",-0.00313439256049122
"Colorectal cancer","BCL6",-0.00313520520615718
"Pancreatic Cancer","GKN2",-0.00313559337784237
"Esophageal cancer","ATOH1",-0.00313600831944511
"Stomach cancer","EDN1",-0.00313636664200179
"Liver cancer","LZTS1",-0.0031366230386087
"Liver cancer","MELK",-0.0031366230386087
"Colorectal cancer","PRSS8",-0.00313675528057229
"Liver cancer","SLCO1A2",-0.00313722502043793
"Liver cancer","OMP",-0.00313736768282175
"Liver cancer","SERPINB2",-0.00313736768282175
"Liver cancer","GHSR",-0.00313736768282175
"Liver cancer","DAAM1",-0.00313736768282175
"Liver cancer","DAAM2",-0.00313736768282175
"Liver cancer","PDGFB",-0.00313736768282175
"Liver cancer","TCF21",-0.00313736768282175
"Liver cancer","BMPR1B",-0.00313736768282175
"Liver cancer","RBPMS",-0.00313736768282175
"Stomach cancer","LCT",-0.0031373843222335
"Pancreatic Cancer","ESR1",-0.00313800982262462
"Pancreatic Cancer","UNC5C",-0.00313830555191287
"Bile duct cancer","ADH1C",-0.00313874793707799
"Pancreatic Cancer","TCF7",-0.00313912642321625
"Stomach cancer","IFNAR1",-0.00313952878719789
"Colorectal cancer","FADS1",-0.00314044137306246
"Bile duct cancer","ILK",-0.00314081222913161
"Colorectal cancer","HDAC7",-0.00314134947835776
"Stomach cancer","FN1",-0.00314229846544499
"Stomach cancer","ACD",-0.00314229846544499
"Esophageal cancer","NME1",-0.0031427344548252
"Stomach cancer","TSC2",-0.00314420480084685
"Bile duct cancer","BID",-0.00314439538461083
"Stomach cancer","EPC2",-0.00314483725167568
"Liver cancer","ADK",-0.00314494140071043
"Liver cancer","WNT2",-0.00314499648286088
"Stomach cancer","ST8SIA4",-0.00314542999634226
"Liver cancer","EN1",-0.00314578164049591
"Liver cancer","FAM84B",-0.00314578164049591
"Liver cancer","NOS1",-0.00314578164049591
"Colorectal cancer","SHOX2",-0.00314606456503551
"Colorectal cancer","ORM1",-0.0031460979303893
"Pancreatic Cancer","PTGER1",-0.00314613503995669
"Liver cancer","VANGL2",-0.00314634498081082
"Esophageal cancer","ELANE",-0.00314791925090178
"Stomach cancer","PLK4",-0.0031481628989161
"Stomach cancer","GADD45B",-0.00315003717587708
"Pancreatic Cancer","PGC",-0.00315014039673147
"Stomach cancer","RET",-0.00315087252139636
"Esophageal cancer","NF1",-0.0031512056448675
"Colorectal cancer","OSGIN1",-0.00315238267290961
"Liver cancer","PARG",-0.0031524262952642
"Colorectal cancer","OCLN",-0.00315259977944343
"Colorectal cancer","GNE",-0.0031529785509008
"Colorectal cancer","CBX4",-0.0031529785509008
"Liver cancer","PRKCZ",-0.00315449749447929
"Colorectal cancer","PCBP1",-0.0031554813131591
"Liver cancer","PON1",-0.00315576360580526
"Stomach cancer","PCM1",-0.00315656279485507
"Bile duct cancer","REG4",-0.00315700236314014
"Esophageal cancer","GUCY2C",-0.00315811628838858
"Colorectal cancer","AFAP1L2",-0.00315818191465795
"Stomach cancer","SLC10A2",-0.00315894939294147
"Bile duct cancer","CAD",-0.00315916404006226
"Stomach cancer","GPX4",-0.00315939745947576
"Colorectal cancer","NUCB2",-0.00316122494031827
"Liver cancer","EPHA2",-0.00316152217612056
"Colorectal cancer","HOTTIP",-0.00316202617026296
"Bile duct cancer","VEGFA",-0.00316252079112388
"Colorectal cancer","PSAP",-0.00316311712665848
"Colorectal cancer","SSR2",-0.00316311712665848
"Pancreatic Cancer","CASR",-0.00316322158846668
"Esophageal cancer","SPAG5",-0.00316368145995422
