#filename	date	concept	concept_num	SemanticType	category
27615025	2016-09-12	Stem cells	1	Cell	Material_OTC
27615025	2016-09-12	SOX2 gene	1	Gene or Genome	Material_gene
27615025	2016-09-12	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27031233	2016-04-01	Mouse Cell Line	1	Cell	Material_OTC
27031233	2016-04-01	Escherichia coli	1	Bacterium	Material_species
27031233	2016-04-01	Retroviridae	1	Virus	Material_species
27031233	2016-04-01	Depletion of mitochondrial DNA	2	Disease or Syndrome	Disease_pathologic
27031233	2016-04-01	Mammalian Cell	1	Cell	Material_OTC
27031233	2016-04-01	Mus	1	Mammal	Material_species
27031233	2016-04-01	Chlorella virus	1	Virus	Material_species
27031233	2016-04-01	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27031233	2016-04-01	Dependence	1	Mental or Behavioral Dysfunction	Disease_pathologic
27031233	2016-04-01	LIG3 gene	1	Gene or Genome	Material_gene
26887046	2016-05-06	B-Lymphocytes	1	Cell	Material_OTC
26887046	2016-05-06	Homo sapiens	1	Human	Material_species
26887046	2016-05-06	Knock-in	1	Research Activity	Method_Activity
26887046	2016-05-06	T-Lymphocyte	1	Cell	Material_OTC
26887046	2016-05-06	mutant	1	Cell or Molecular Dysfunction	Disease_pathologic
26887046	2016-05-06	Laboratory mice	3	Mammal	Material_species
26887046	2016-05-06	RAG1 gene	3	Gene or Genome	Material_gene
26887046	2016-05-06	DNA Breaks, Double-Stranded	1	Cell or Molecular Dysfunction	Disease_pathologic
26887046	2016-05-06	Clustered Regularly Interspaced Short Palindromic Repeats	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26916719	2016-02-26	Entire pancreas	1	Body Part, Organ, or Organ Component	Material_OTC
26916719	2016-02-26	Diploid Cell	1	Cell	Material_OTC
26916719	2016-02-26	mutant	1	Cell or Molecular Dysfunction	Disease_pathologic
26916719	2016-02-26	Chromosome Deletion	1	Cell or Molecular Dysfunction	Disease_pathologic
26916719	2016-02-26	Pancreas	1	Body Part, Organ, or Organ Component	Material_OTC
26916719	2016-02-26	Pancreatic carcinoma	2	Neoplastic Process	Disease_pathologic
26916719	2016-02-26	Mus	1	Mammal	Material_species
26916719	2016-02-26	KRAS gene	1	Gene or Genome	Material_gene
26916719	2016-02-26	Neoplastic Cell Transformation	1	Neoplastic Process	Disease_pathologic
26916719	2016-02-26	Chromosomal translocation	1	Cell or Molecular Dysfunction	Disease_pathologic
26916719	2016-02-26	Mouse Pancreas	1	Tissue	Material_OTC
26916719	2016-02-26	Malignant neoplasm of pancreas	1	Neoplastic Process	Disease_pathologic
26916719	2016-02-26	Transfection	2	Molecular Biology Research Technique	Method_Activity
26916719	2016-02-26	BRCA2 Gene Inactivation	1	Cell or Molecular Dysfunction	Disease_pathologic
26916719	2016-02-26	Show	1	Animal	Material_species
26916719	2016-02-26	Gene Transfer Techniques	1	Research Activity	Method_Activity
26916719	2016-02-26	Neoplasm Metastasis	1	Neoplastic Process	Disease_pathologic
26916719	2016-02-26	Clustered Regularly Interspaced Short Palindromic Repeats	6	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27025950	2016-03-30	MIR17 gene	1	Gene or Genome	Material_gene
27025950	2016-03-30	This (eukaryote)	1	Eukaryote	Material_species
26473063	2015-10-16	Medical Research activity	1	Research Activity	Method_Activity
26473063	2015-10-16	Clustered Regularly Interspaced Short Palindromic Repeats	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27577230	2016-08-31	Homo sapiens	1	Human	Material_species
27577230	2016-08-31	RNA	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27577230	2016-08-31	Clustered Regularly Interspaced Short Palindromic Repeats	3	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27587786	2016-09-02	Drosophila <fruit fly, genus>	2	Eukaryote	Material_species
27587786	2016-09-02	Clustered Regularly Interspaced Short Palindromic Repeats	5	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26470680	2016-01-18	Diploid Cell	1	Cell	Material_OTC
26470680	2016-01-18	In Vivo Model	1	Research Activity	Method_Activity
26470680	2016-01-18	Induced Pluripotent Stem Cells	1	Cell	Material_OTC
26470680	2016-01-18	Clustered Regularly Interspaced Short Palindromic Repeats	5	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
24929070	2014-09-24	RNA	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
24929070	2014-09-24	Mammalian Cell	1	Cell	Material_OTC
24929070	2014-09-24	Gene Knockout Techniques	1	Molecular Biology Research Technique	Method_Activity
24929070	2014-09-24	expression vector	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
24929070	2014-09-24	Mouse Embryonic Stem Cells	1	Cell	Material_OTC
26297141	2015-09-29	Clustered Regularly Interspaced Short Palindromic Repeats	5	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26297141	2015-09-29	Liliopsida	1	Plant	Material_species
26297141	2015-09-29	Arabidopsis	1	Plant	Material_species
26297141	2015-09-29	Arabidopsis thaliana <plant>	1	Plant	Material_species
26297141	2015-09-29	Nicotiana benthamiana	1	Plant	Material_species
26297141	2015-09-29	Oryza sativa	2	Plant	Material_species
26297141	2015-09-29	Magnoliopsida	1	Plant	Material_species
26297141	2015-09-29	applied research	1	Research Activity	Method_Activity
26297141	2015-09-29	This (eukaryote)	1	Eukaryote	Material_species
26297141	2015-09-29	Cloning	1	Research Activity	Method_Activity
26297141	2015-09-29	Nicotiana	1	Plant	Material_species
27153724	2016-06-25	RNA	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27153724	2016-06-25	Streptococcus pyogenes	1	Bacterium	Material_species
27153724	2016-06-25	Knock-in	1	Research Activity	Method_Activity
27153724	2016-06-25	ASAH1 gene	2	Gene or Genome	Material_gene
27153724	2016-06-25	Gene Knockout Techniques	1	Molecular Biology Research Technique	Method_Activity
27153724	2016-06-25	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26944702	2016-03-05	Reduction - action	1	Therapeutic or Preventive Procedure	Method_Activity
26944702	2016-03-05	Massively-Parallel Sequencing	1	Molecular Biology Research Technique	Method_Activity
26944702	2016-03-05	Mitochondria	1	Cell Component	Material_OTC
26944702	2016-03-05	HeLa Cells	1	Cell	Material_OTC
26334116	2015-09-04	RNA	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26334116	2015-09-04	Homo sapiens	1	Human	Material_species
26334116	2015-09-04	Host Cell	1	Cell Component	Material_OTC
26334116	2015-09-04	Virus Inactivation	1	Laboratory Procedure	Method_procedure
26334116	2015-09-04	systems therapy	1	Therapeutic or Preventive Procedure	Method_Activity
26334116	2015-09-04	Current Therapy	1	Therapeutic or Preventive Procedure	Method_Activity
26334116	2015-09-04	novel AODU treatment method	1	Therapeutic or Preventive Procedure	Method_Activity
26334116	2015-09-04	Hepatitis B Virus	7	Virus	Material_species
26334116	2015-09-04	Liver carcinoma	1	Neoplastic Process	Disease_pathologic
26334116	2015-09-04	hepatoma cell	1	Cell	Material_OTC
26334116	2015-09-04	Clustered Regularly Interspaced Short Palindromic Repeats	3	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27580957	2016-09-01	Embryonic Stem Cells	1	Cell	Material_OTC
27580957	2016-09-01	mutant	1	Cell or Molecular Dysfunction	Disease_pathologic
27580957	2016-09-01	Mice, Knockout	2	Mammal	Material_species
27580957	2016-09-01	Mus	2	Mammal	Material_species
27580957	2016-09-01	C57BL/6N Mouse	1	Mammal	Material_species
27580957	2016-09-01	Cloning Vectors	3	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26671237	2015-12-16	Gene Deletion Abnormality	1	Cell or Molecular Dysfunction	Disease_pathologic
26671237	2015-12-16	RNA, Bacterial	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26671237	2015-12-16	Knock-out	2	Experimental Model of Disease	Method_Activity
26671237	2015-12-16	HP wt Allele	1	Gene or Genome	Material_gene
26671237	2015-12-16	Guanine	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26671237	2015-12-16	Show	1	Animal	Material_species
26671237	2015-12-16	Gene Knockout Techniques	1	Molecular Biology Research Technique	Method_Activity
26671237	2015-12-16	Clustered Regularly Interspaced Short Palindromic Repeats	3	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25939677	2015-09-25	Homo sapiens	1	Human	Material_species
25939677	2015-09-25	Gene Knockout Techniques	2	Molecular Biology Research Technique	Method_Activity
25939677	2015-09-25	Knock-out	1	Experimental Model of Disease	Method_Activity
25939677	2015-09-25	Whole Genome Sequencing	1	Molecular Biology Research Technique	Method_Activity
25939677	2015-09-25	mutant	1	Cell or Molecular Dysfunction	Disease_pathologic
25939677	2015-09-25	Protozoa	1	Eukaryote	Material_species
25939677	2015-09-25	Transfection	1	Molecular Biology Research Technique	Method_Activity
25939677	2015-09-25	Renal Osteodystrophy	1	Disease or Syndrome	Disease_pathologic
25939677	2015-09-25	Leishmania <subgenus>	1	Eukaryote	Material_species
25939677	2015-09-25	Leishmaniasis	2	Disease or Syndrome	Disease_pathologic
25939677	2015-09-25	Clustered Regularly Interspaced Short Palindromic Repeats	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25373540	2014-11-06	RNA	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25373540	2014-11-06	Show	2	Animal	Material_species
25373540	2014-11-06	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26037405	2015-07-27	Disc - Body Part	3	Body Part, Organ, or Organ Component	Material_OTC
26037405	2015-07-27	Drosophila melanogaster	1	Eukaryote	Material_species
26037405	2015-07-27	Diploid Cell	1	Cell	Material_OTC
26037405	2015-07-27	LGALS4 gene	1	Gene or Genome	Material_gene
26037405	2015-07-27	Bombyx mori	2	Eukaryote	Material_species
26037405	2015-07-27	Knock-out	1	Experimental Model of Disease	Method_Activity
26037405	2015-07-27	mutant	1	Cell or Molecular Dysfunction	Disease_pathologic
26037405	2015-07-27	Insecta	2	Eukaryote	Material_species
26037405	2015-07-27	Drosophila <fruit fly, genus>	1	Eukaryote	Material_species
26037405	2015-07-27	Wing	6	Body Part, Organ, or Organ Component	Material_OTC
26037405	2015-07-27	Bombyx	1	Eukaryote	Material_species
26037405	2015-07-27	Show	1	Animal	Material_species
26037405	2015-07-27	Dual	1	Animal	Material_species
26037405	2015-07-27	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26037405	2015-07-27	Invertebrates	1	Eukaryote	Material_species
26880106	2016-03-01	RNA	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26880106	2016-03-01	Show	1	Animal	Material_species
26880106	2016-03-01	Canis familiaris	1	Mammal	Material_species
26880106	2016-03-01	Nucleic Acid Strand	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26880106	2016-03-01	Clustered Regularly Interspaced Short Palindromic Repeats	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25155554	2014-09-10	Diploid Cell	4	Cell	Material_OTC
25155554	2014-09-10	Homo sapiens	1	Human	Material_species
25155554	2014-09-10	Knock-out	1	Experimental Model of Disease	Method_Activity
25155554	2014-09-10	Caenorhabditis elegans	1	Eukaryote	Material_species
25155554	2014-09-10	Show	2	Animal	Material_species
25155554	2014-09-10	Gene Knockout Techniques	1	Molecular Biology Research Technique	Method_Activity
25155554	2014-09-10	Clustered Regularly Interspaced Short Palindromic Repeats	3	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25409531	2014-12-19	Escherichia coli	1	Bacterium	Material_species
25409531	2014-12-19	Show	1	Animal	Material_species
25409531	2014-12-19	Clustered Regularly Interspaced Short Palindromic Repeats	3	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25409531	2014-12-19	Microbiome	1	Organism	Material_species
25409531	2014-12-19	Engineered Gene	1	Gene or Genome	Material_gene
26964564	2016-05-04	Genetic Diseases, X-Linked	1	Disease or Syndrome	Disease_pathologic
26964564	2016-05-04	Hemorrhage	1	Pathologic Function	Disease_pathologic
26964564	2016-05-04	Adenoviral Vector	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26964564	2016-05-04	Hemophilia B	5	Disease or Syndrome	Disease_pathologic
26964564	2016-05-04	Adenoviruses	1	Virus	Material_species
26964564	2016-05-04	Homo sapiens	2	Human	Material_species
26964564	2016-05-04	No Toxicity	1	Sign or Symptom	Disease_Symptom
26964564	2016-05-04	Laboratory mice	2	Mammal	Material_species
26964564	2016-05-04	Recombinant DNA	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26964564	2016-05-04	Hepatocyte	1	Cell	Material_OTC
26964564	2016-05-04	Clinical Research	1	Research Activity	Method_Activity
26964564	2016-05-04	Toxic liver disease	1	Disease or Syndrome	Disease_pathologic
26964564	2016-05-04	F9 gene	4	Gene or Genome	Material_gene
26964564	2016-05-04	Clustered Regularly Interspaced Short Palindromic Repeats	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26796880	2016-01-22	cancer-predisposing genes	1	Gene or Genome	Material_gene
26796880	2016-01-22	High-Throughput DNA Sequencing	1	Molecular Biology Research Technique	Method_Activity
26796880	2016-01-22	Plant Diseases	1	Disease or Syndrome	Disease_pathologic
26796880	2016-01-22	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27007717	2016-06-13	mutant	6	Cell or Molecular Dysfunction	Disease_pathologic
27007717	2016-06-13	Avian crop	1	Body Part, Organ, or Organ Component	Material_OTC
27007717	2016-06-13	Single-Stranded Conformational Polymorphism	3	Laboratory or Test Result	Disease_Symptom
27007717	2016-06-13	Seedlings	1	Plant	Material_species
27007717	2016-06-13	SSCP Analysis	1	Molecular Biology Research Technique	Method_Activity
27007717	2016-06-13	Clustered Regularly Interspaced Short Palindromic Repeats	6	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27307441	2016-06-29	Induction procedure	1	Therapeutic or Preventive Procedure	Method_Activity
27307441	2016-06-29	Arabidopsis thaliana <plant>	1	Plant	Material_species
27307441	2016-06-29	Gene Duplication Abnormality	1	Cell or Molecular Dysfunction	Disease_pathologic
27307441	2016-06-29	comparative genomic analysis	1	Molecular Biology Research Technique	Method_Activity
27307441	2016-06-29	Oryza sativa	1	Plant	Material_species
27307441	2016-06-29	Providing presence (regime/therapy)	2	Therapeutic or Preventive Procedure	Method_Activity
27307441	2016-06-29	Germ Line	1	Cell	Material_OTC
27307441	2016-06-29	Show	1	Animal	Material_species
27307441	2016-06-29	This (eukaryote)	1	Eukaryote	Material_species
27307441	2016-06-29	Deep Sequencing	1	Molecular Biology Research Technique	Method_Activity
27307441	2016-06-29	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27152442	2016-05-07	Homo sapiens	1	Human	Material_species
27152442	2016-05-07	Stem cells	1	Cell	Material_OTC
27152442	2016-05-07	Induced Pluripotent Stem Cells	1	Cell	Material_OTC
27152442	2016-05-07	Clustered Regularly Interspaced Short Palindromic Repeats	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26997482	2016-04-09	RNA	6	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26997482	2016-04-09	RNA granule	1	Cell Component	Material_OTC
26997482	2016-04-09	Cell Tracking	1	Research Activity	Method_Activity
26997482	2016-04-09	Streptococcus pyogenes	1	Bacterium	Material_species
26997482	2016-04-09	time measurements	1	Laboratory Procedure	Method_procedure
26997482	2016-04-09	cytoplasmic mRNA processing body	1	Cell Component	Material_OTC
26997482	2016-04-09	Fluorescent in Situ Hybridization	1	Molecular Biology Research Technique	Method_Activity
26997482	2016-04-09	Transcript	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26997482	2016-04-09	ACTB gene	2	Gene or Genome	Material_gene
26997482	2016-04-09	Providing presence (regime/therapy)	1	Therapeutic or Preventive Procedure	Method_Activity
26997482	2016-04-09	Show	1	Animal	Material_species
26997482	2016-04-09	Cytoplasm	1	Cell Component	Material_OTC
26997482	2016-04-09	Clustered Regularly Interspaced Short Palindromic Repeats	3	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25937281	2015-05-14	Pluripotent Stem Cells	2	Cell	Material_OTC
25937281	2015-05-14	Gene Knock-In Techniques	1	Molecular Biology Research Technique	Method_Activity
25937281	2015-05-14	Homo sapiens	1	Human	Material_species
25937281	2015-05-14	Knock-in	1	Research Activity	Method_Activity
25937281	2015-05-14	Dual	1	Animal	Material_species
25937281	2015-05-14	Clustered Regularly Interspaced Short Palindromic Repeats	4	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25918715	2015-04-28	Interventional procedure	1	Therapeutic or Preventive Procedure	Method_Activity
25918715	2015-04-28	modeling	1	Research Activity	Method_Activity
25918715	2015-04-28	Clustered Regularly Interspaced Short Palindromic Repeats	7	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27531490	2016-08-17	Multiple Myeloma	1	Neoplastic Process	Disease_pathologic
27531490	2016-08-17	Flow Cytometry	1	Laboratory Procedure	Method_procedure
27531490	2016-08-17	Antibody screen	1	Laboratory Procedure	Method_procedure
27531490	2016-08-17	Hybridomas	5	Cell	Material_OTC
27531490	2016-08-17	Cell Culture Techniques	1	Laboratory Procedure	Method_procedure
27531490	2016-08-17	Leukocyte - Lymphocyte - B-Lymphocyte (MMHCC)	1	Cell	Material_OTC
27531490	2016-08-17	Transfection	1	Molecular Biology Research Technique	Method_Activity
27531490	2016-08-17	Genes, Immunoglobulin	1	Gene or Genome	Material_gene
27531490	2016-08-17	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27325299	2016-08-02	FADD wt Allele	1	Gene or Genome	Material_gene
27325299	2016-08-02	Knock-out	2	Experimental Model of Disease	Method_Activity
27325299	2016-08-02	mutant	1	Cell or Molecular Dysfunction	Disease_pathologic
27325299	2016-08-02	PLK3 gene	8	Gene or Genome	Material_gene
27325299	2016-08-02	Anus Neoplasms	1	Neoplastic Process	Disease_pathologic
27325299	2016-08-02	FADD gene	2	Gene or Genome	Material_gene
27325299	2016-08-02	Neoplasms	1	Neoplastic Process	Disease_pathologic
27325299	2016-08-02	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26480473	2015-12-02	Show	1	Animal	Material_species
26480473	2015-12-02	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27350235	2016-07-15	higher animals	1	Animal	Material_species
27350235	2016-07-15	Fungi	1	Fungus	Material_species
27350235	2016-07-15	Longitudinal Studies	1	Research Activity	Method_Activity
27350235	2016-07-15	Show	1	Animal	Material_species
27350235	2016-07-15	DNA Breaks, Double-Stranded	1	Cell or Molecular Dysfunction	Disease_pathologic
27350235	2016-07-15	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27678060	2016-09-28	Escherichia coli	1	Bacterium	Material_species
27678060	2016-09-28	Alanine aminopeptidase measurement	1	Laboratory Procedure	Method_procedure
27678060	2016-09-28	Collision-Induced Dissociation	1	Research Activity	Method_Activity
27678060	2016-09-28	Wild Type	1	Gene or Genome	Material_gene
27678060	2016-09-28	Plasmodium <genus>	1	Eukaryote	Material_species
27678060	2016-09-28	Knock-out	5	Experimental Model of Disease	Method_Activity
27678060	2016-09-28	DNPEP gene	1	Gene or Genome	Material_gene
27678060	2016-09-28	Indirect Immunofluorescence	1	Laboratory Procedure	Method_procedure
27678060	2016-09-28	Protein Analysis	1	Molecular Biology Research Technique	Method_Activity
27678060	2016-09-28	Cell Invasion	1	Pathologic Function	Disease_pathologic
27678060	2016-09-28	malarial parasites	1	Eukaryote	Material_species
27678060	2016-09-28	Toxoplasma gondii	1	Eukaryote	Material_species
27678060	2016-09-28	Show	2	Animal	Material_species
27678060	2016-09-28	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27678060	2016-09-28	Cytoplasm	1	Cell Component	Material_OTC
27678060	2016-09-28	C3 gene	1	Gene or Genome	Material_gene
23328082	2016-01-01	GPS1 gene	1	Gene or Genome	Material_gene
23328082	2016-01-01	Adipocytes	1	Cell	Material_OTC
23328082	2016-01-01	cullin-RING ubiquitin ligase complex	4	Cell Component	Material_OTC
23328082	2016-01-01	Homo sapiens	1	Human	Material_species
23328082	2016-01-01	CAND1 gene	11	Gene or Genome	Material_gene
23328082	2016-01-01	HeLa Cells	1	Cell	Material_OTC
23328082	2016-01-01	Show	1	Animal	Material_species
23328082	2016-01-01	COP9 signalosome	3	Cell Component	Material_OTC
27474397	2016-09-21	Mus	5	Mammal	Material_species
27474397	2016-09-21	mutant	5	Cell or Molecular Dysfunction	Disease_pathologic
27474397	2016-09-21	A Mouse	1	Mammal	Material_species
27474397	2016-09-21	SCN5A gene	1	Gene or Genome	Material_gene
27474397	2016-09-21	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27474397	2016-09-21	Embryonic Mosaic	1	Cell or Molecular Dysfunction	Disease_pathologic
26167643	2015-08-31	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27223305	2016-05-26	Colorectal Carcinoma	2	Neoplastic Process	Disease_pathologic
27223305	2016-05-26	T-Lymphocyte	3	Cell	Material_OTC
27223305	2016-05-26	MUT gene	1	Gene or Genome	Material_gene
27223305	2016-05-26	Neoplasms	1	Neoplastic Process	Disease_pathologic
27223305	2016-05-26	colorectal cancer, genetics of	1	Cell or Molecular Dysfunction	Disease_pathologic
27223305	2016-05-26	CD4+ CD25+ Regulatory T Cells	1	Cell	Material_OTC
27223305	2016-05-26	HCT116 Cells	1	Cell	Material_OTC
27223305	2016-05-26	c-myc Proto-Oncogenes	1	Gene or Genome	Material_gene
27223305	2016-05-26	MYC Family Genes	1	Gene or Genome	Material_gene
27223305	2016-05-26	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27223305	2016-05-26	Colorectal Cancer	2	Neoplastic Process	Disease_pathologic
24084724	2013-10-02	RNA	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
24084724	2013-10-02	Pluripotent Stem Cells	3	Cell	Material_OTC
24084724	2013-10-02	Induced Pluripotent Stem Cells	3	Cell	Material_OTC
24084724	2013-10-02	Congenital malformation syndrome	1	Disease or Syndrome	Disease_pathologic
24084724	2013-10-02	Homo sapiens	2	Human	Material_species
24084724	2013-10-02	Immunologic Deficiency Syndromes	1	Disease or Syndrome	Disease_pathologic
24084724	2013-10-02	DNMT3B gene	1	Gene or Genome	Material_gene
24084724	2013-10-02	Clustered Regularly Interspaced Short Palindromic Repeats	3	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27531613	2016-08-17	Gene Duplication Abnormality	1	Cell or Molecular Dysfunction	Disease_pathologic
27531613	2016-08-17	Diploid Cell	1	Cell	Material_OTC
27531613	2016-08-17	Oryza sativa	1	Plant	Material_species
27531613	2016-08-17	Clustered Regularly Interspaced Short Palindromic Repeats	8	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26997589	2016-03-21	Clustered Regularly Interspaced Short Palindromic Repeats	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26997589	2016-03-21	Human rhinovirus 14	1	Virus	Material_species
26997589	2016-03-21	Retroviridae	1	Virus	Material_species
26997589	2016-03-21	Human virus	3	Virus	Material_species
27531614	2016-08-17	Polymerase Chain Reaction	1	Molecular Biology Research Technique	Method_Activity
27531614	2016-08-17	Arabidopsis thaliana <plant>	1	Plant	Material_species
27531614	2016-08-17	Gene Knockout Techniques	2	Molecular Biology Research Technique	Method_Activity
27531614	2016-08-17	mutant	4	Cell or Molecular Dysfunction	Disease_pathologic
27531614	2016-08-17	expression vector	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27531614	2016-08-17	Germ Line	1	Cell	Material_OTC
27531614	2016-08-17	Cloning Vectors	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27531614	2016-08-17	Cloning	1	Research Activity	Method_Activity
27531614	2016-08-17	Clustered Regularly Interspaced Short Palindromic Repeats	3	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
25894090	2015-05-04	Whole Exome Sequencing	1	Molecular Biology Research Technique	Method_Activity
25894090	2015-05-04	Implantation procedure	1	Therapeutic or Preventive Procedure	Method_Activity
25894090	2015-05-04	basic research	1	Research Activity	Method_Activity
25894090	2015-05-04	Clustered Regularly Interspaced Short Palindromic Repeats	6	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27744049	2016-01-01	pests	2	Animal	Material_species
27744049	2016-01-01	subsynaptic reticulum	1	Cell Component	Material_OTC
27744049	2016-01-01	Nymph	1	Eukaryote	Material_species
27744049	2016-01-01	Locusta migratoria	1	Eukaryote	Material_species
27744049	2016-01-01	mutant	5	Cell or Molecular Dysfunction	Disease_pathologic
27744049	2016-01-01	Locusts	7	Eukaryote	Material_species
27744049	2016-01-01	Migratory locust	1	Eukaryote	Material_species
27744049	2016-01-01	Germ Line	1	Cell	Material_OTC
27744049	2016-01-01	Show	1	Animal	Material_species
27744049	2016-01-01	Clustered Regularly Interspaced Short Palindromic Repeats	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
27652340	2016-09-21	Somatic Cell Nuclear Transfer Technique	1	Research Activity	Method_Activity
27652340	2016-09-21	Diploid Cell	2	Cell	Material_OTC
27652340	2016-09-21	Micromanipulation	2	Laboratory Procedure	Method_procedure
27652340	2016-09-21	mutant	1	Cell or Molecular Dysfunction	Disease_pathologic
27652340	2016-09-21	Cell Nucleus	1	Cell Component	Material_OTC
27652340	2016-09-21	Family suidae	4	Mammal	Material_species
27652340	2016-09-21	Clustered Regularly Interspaced Short Palindromic Repeats	2	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26300005	2016-05-05	Malignant neoplasm of breast	1	Neoplastic Process	Disease_pathologic
26300005	2016-05-05	20q13	2	Cell Component	Material_OTC
26300005	2016-05-05	chromatin immunoprecipitation	1	Laboratory Procedure	Method_procedure
26300005	2016-05-05	Reduction - action	1	Therapeutic or Preventive Procedure	Method_Activity
26300005	2016-05-05	Candidate Tumor Suppressor Gene	1	Gene or Genome	Material_gene
26300005	2016-05-05	Genes, Regulator	1	Gene or Genome	Material_gene
26300005	2016-05-05	Fluorescent in Situ Hybridization	1	Molecular Biology Research Technique	Method_Activity
26300005	2016-05-05	Malignant Neoplasms	1	Neoplastic Process	Disease_pathologic
26300005	2016-05-05	Breast Cancer Cell	2	Cell	Material_OTC
26300005	2016-05-05	CBX5 gene	2	Gene or Genome	Material_gene
26300005	2016-05-05	Cell Nucleus	2	Cell Component	Material_OTC
26300005	2016-05-05	Profile (lab procedure)	1	Laboratory Procedure	Method_procedure
26300005	2016-05-05	Enhancer of transcription	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26300005	2016-05-05	Clustered Regularly Interspaced Short Palindromic Repeats	1	Nucleic Acid, Nucleoside, or Nucleotide	Material_gene
26070541	2015-07-24	Drosophila melanogaster	1	Eukaryote	Material_species
26070541	2015-07-24	Bombyx mori	1	Eukaryote	Material_species
